,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,178,179,180,181,183,184,185,189,191,194,195,202,218,219,220,221,222,223,224,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247
17:9,,5,,5,,,0,5,,,,,,,,,,,,,,,5,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:10,,5,5,5,0,5,0,5,5,40,,55,,35,20,,10,5,20,,13,,5,,20,0,0,5,0,5,5,45,40,60,,,10,,120,180,10,20,120,140,20,25,5,10,5,20,10,10,,15,5,5,25,10,10,30,25,,110,,,45,30
17:11,,5,5,5,0,5,0,5,5,40,,55,,35,20,,10,5,20,,13,,5,,20,0,0,5,0,5,5,45,40,60,,,10,,120,180,10,20,120,140,20,25,5,10,5,20,10,10,,15,5,5,25,10,10,30,25,,110,,,45,30
17:12,,5,5,5,0,5,0,5,5,40,,50,,30,20,,10,5,20,,13,,5,,20,0,0,5,0,5,5,45,40,60,,,10,,120,180,10,15,120,140,20,25,5,10,5,20,10,10,,15,5,5,25,10,10,25,25,,110,,,45,30
17:13,,5,5,5,0,5,0,5,5,40,,50,,30,20,,10,5,20,,13,,5,,20,0,0,5,0,5,5,45,40,60,,,10,,120,180,10,15,120,140,15,25,5,10,5,20,10,10,,10,5,5,25,10,10,25,25,,110,,,45,30
17:14,,5,5,5,0,5,0,5,5,40,,50,,30,20,,10,5,20,,13,,5,,20,0,0,5,0,5,5,45,40,60,,,10,,120,180,10,15,120,140,15,25,5,10,5,20,10,10,,10,5,5,25,10,10,25,25,,110,,,45,30
17:15,,5,5,5,0,5,0,5,5,40,,50,,30,20,,10,5,20,,13,,5,,20,0,0,5,0,5,5,45,45,60,,,10,,130,180,10,15,120,140,15,25,5,10,5,20,10,10,,10,5,5,25,10,10,25,25,,110,,,45,30
17:16,,5,5,5,0,5,0,5,5,40,,50,,30,20,,10,5,20,,13,,5,,20,0,0,5,0,5,5,45,45,60,,,10,,130,180,10,15,120,140,15,25,5,10,5,20,10,10,,10,5,5,25,10,10,25,25,,110,,,45,30
17:17,,5,5,5,0,5,0,5,5,40,,50,,30,20,,10,5,20,,13,,5,,20,0,0,5,0,5,5,45,45,60,,,10,,130,180,10,15,120,140,15,25,5,10,5,20,10,10,,10,5,5,25,10,10,25,25,,110,,,45,30
17:18,,5,5,5,0,5,0,5,5,30,,50,,30,20,,10,5,20,,13,,5,,20,0,0,10,0,5,5,40,45,60,,,10,,130,180,10,10,120,140,15,25,5,10,5,20,10,10,,10,5,5,25,10,10,25,25,,110,,,40,30
17:19,,5,5,5,0,5,0,5,5,30,,50,,30,20,,10,5,20,,13,,5,,20,0,0,10,0,5,5,40,45,60,,,10,,130,180,10,10,120,140,15,25,5,10,5,20,10,10,,10,5,5,25,10,10,25,25,,110,,,40,30
17:20,,5,5,5,0,5,0,5,5,30,,50,,30,20,,10,5,20,,13,,5,,20,0,0,10,0,5,5,40,45,60,,,10,,130,180,10,10,120,140,15,25,5,10,5,20,10,10,,10,5,5,25,10,10,25,25,,110,,,40,35
17:21,,5,5,5,0,5,0,5,5,30,,50,,30,20,,10,5,20,,13,,5,,20,0,0,10,0,5,5,40,40,60,,,10,,130,180,10,35,120,140,15,25,5,10,5,20,10,10,,10,5,5,25,15,10,25,25,,110,,,40,35
17:22,,5,5,5,0,5,0,5,5,30,,50,,30,20,,10,5,20,,13,,5,,20,0,0,10,0,5,5,40,40,60,,,10,,130,180,10,35,120,140,15,25,5,10,5,20,10,10,,10,5,5,25,15,10,25,25,,110,,,40,35
17:23,,5,5,5,0,5,0,5,5,30,,50,,30,20,,10,5,20,,13,,5,,20,0,0,10,0,5,5,40,40,60,,,10,,130,180,10,35,120,140,15,25,5,10,5,20,10,10,,10,5,5,25,15,10,25,25,,110,,,40,35
17:24,,5,5,5,0,5,0,5,5,30,,50,,30,20,,10,5,20,,13,,5,,20,0,0,10,0,5,5,40,40,60,,,10,,130,180,10,35,120,140,15,25,5,10,5,20,10,10,,10,5,5,25,15,10,25,25,,110,,,40,35
17:25,,5,5,5,0,5,0,5,5,30,,50,,30,20,,10,5,20,,13,,5,,15,0,0,10,0,5,5,40,40,60,,,10,,130,180,10,35,120,140,15,25,5,10,5,20,10,15,,10,5,5,25,15,10,25,25,,110,,,40,35
17:26,,5,5,5,0,5,0,5,5,30,,50,,30,20,,10,5,20,,13,,5,,15,0,0,10,0,5,5,40,40,60,,,10,,130,180,10,35,120,140,15,25,5,10,5,20,10,15,,10,5,5,25,15,10,25,25,,110,,,40,35
17:27,,5,5,5,0,5,0,5,5,30,,50,,30,20,,10,5,20,,13,,5,,15,0,0,10,0,5,5,40,40,60,,,10,,130,180,10,35,120,140,15,25,5,10,5,20,10,15,,10,5,5,25,15,10,25,25,,110,,,40,35
17:28,,5,5,5,0,5,0,5,5,30,,50,,30,20,,10,5,20,,13,,5,,15,0,0,10,0,5,5,40,40,60,,,10,,130,180,5,30,120,140,15,25,5,10,5,20,10,15,,10,5,5,25,10,10,25,20,,110,,,40,35
