,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,41,42,43,49,50,51,52,53,54,55,56,57,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,81,82,83,411,415,418
16:31,,,5,15,5,,5,,5,5,,5,110,15,,20,,10,15,25,,25,5,5,,,,,20,,10,,50,10,40,40,10,40,30,30,5,5,5,40,80,終日中止,5,15,5,10,10,70,終日中止,5,5,,15,5,20,5,30,10,15,5,,90,5,35,50,35,30,終日中止,10,,40,110
16:32,,,5,5,5,0,5,0,5,5,,5,70,15,,20,,10,15,25,,25,5,5,,,,,20,,10,,50,10,40,40,10,40,30,30,5,5,5,40,80,終日中止,5,15,5,10,10,70,終日中止,5,5,,15,5,20,5,30,10,15,5,,90,5,35,50,35,30,終日中止,10,,40,110
16:33,,,5,5,5,0,5,0,5,5,,5,110,15,,20,,10,15,25,終日中止,25,5,5,,25,0,0,15,0,10,,50,10,40,40,10,40,30,30,5,5,5,40,80,終日中止,5,15,5,10,10,70,終日中止,5,5,,15,5,20,5,30,10,15,5,,90,5,35,50,35,30,終日中止,10,,40,110
16:34,,,5,15,5,0,5,0,5,5,,5,110,15,,20,,10,15,25,終日中止,25,5,5,,25,0,0,20,0,10,,50,10,40,40,10,40,30,30,5,15,5,40,80,終日中止,5,15,5,10,5,70,終日中止,5,5,,15,5,20,5,10,5,15,10,,50,5,35,40,35,30,終日中止,10,,45,120
16:35,,,5,15,5,0,5,0,5,5,,5,110,15,,20,,10,15,25,終日中止,25,5,5,,25,0,0,20,0,10,,50,10,40,40,10,40,30,30,5,15,5,40,80,終日中止,5,15,5,10,5,70,終日中止,5,5,,15,5,20,10,25,10,15,5,,90,5,35,40,35,30,終日中止,10,,45,120
16:36,,,5,15,5,0,5,0,5,5,,5,110,15,,20,,10,15,25,終日中止,25,5,5,,25,0,0,15,0,10,,50,10,40,40,10,40,30,30,5,15,5,40,80,終日中止,5,15,5,10,5,70,終日中止,5,5,,15,5,20,10,25,10,15,5,,90,5,35,40,35,30,終日中止,10,,45,120
16:37,,,5,15,5,0,5,0,5,5,,5,110,15,,20,,10,15,25,終日中止,25,5,5,,25,0,0,20,0,10,,45,5,50,35,10,40,30,30,5,5,5,40,90,終日中止,5,15,5,5,5,65,終日中止,5,5,5,15,5,20,5,10,5,15,10,,50,5,40,40,35,30,終日中止,10,,45,110
16:38,,,5,15,5,0,5,0,5,5,,5,110,15,,20,,10,15,25,終日中止,25,5,5,,25,0,0,20,0,10,,45,5,50,35,10,40,30,30,5,15,5,40,90,終日中止,5,25,5,10,5,70,終日中止,5,5,5,15,5,20,10,25,10,15,5,,90,5,40,50,35,30,終日中止,10,,45,110
16:39,,,5,15,5,0,5,0,5,5,,5,110,15,,20,,10,15,25,終日中止,25,5,5,,25,0,0,20,0,10,,50,10,40,40,10,40,30,30,5,15,5,40,90,終日中止,5,25,5,10,5,70,終日中止,5,5,5,15,5,20,10,25,10,15,5,,90,5,40,50,35,30,終日中止,10,,45,110
