,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,41,42,43,49,50,51,52,53,54,55,56,57,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,81,82,83,411,415,418
17:0,,0,10,5,5,0,5,5,5,5,25,,20,,35,15,終日中止,10,10,20,5,終日中止,5,5,35,20,0,0,5,0,5,,45,5,35,30,10,終日中止,35,35,5,5,,40,80,5,5,15,10,終日中止,15,50,終日中止,5,5,5,15,5,15,5,5,5,25,20,,60,5,35,70,45,35,45,20,,45,100
17:5,,0,5,5,5,0,5,5,5,5,25,,20,,30,15,終日中止,10,10,25,5,終日中止,5,5,40,20,0,0,5,0,5,,45,5,35,35,10,終日中止,30,35,5,5,,40,80,5,5,15,10,終日中止,15,50,終日中止,5,5,5,15,5,15,5,25,5,25,20,,70,5,35,60,45,30,45,20,,45,100
17:10,,0,5,5,5,0,5,5,5,5,25,,20,,30,15,終日中止,10,10,25,5,終日中止,5,5,40,25,0,0,5,0,5,,40,5,35,35,10,終日中止,30,35,5,5,,40,80,5,5,10,10,終日中止,15,50,終日中止,5,5,5,15,5,15,5,25,5,25,20,,70,5,35,60,45,30,45,20,,50,100
17:15,,0,5,5,5,0,5,5,5,5,25,,20,,30,15,終日中止,10,10,15,5,終日中止,5,5,35,25,0,0,5,0,5,,40,5,35,35,10,終日中止,30,35,5,5,,40,90,5,5,10,10,終日中止,15,60,終日中止,5,5,5,15,5,10,5,15,5,25,20,,70,5,35,60,45,30,45,20,,50,100
17:20,,0,5,5,5,0,5,5,5,5,30,,50,,30,15,終日中止,10,10,10,5,終日中止,5,5,30,20,0,0,5,0,5,,45,5,35,35,10,終日中止,30,35,5,5,,40,90,5,5,10,10,終日中止,15,60,終日中止,5,5,5,15,5,10,5,15,5,25,20,,70,5,35,60,45,30,45,20,,50,100
17:25,,0,5,5,5,0,5,5,5,5,30,,50,,30,15,終日中止,10,10,10,5,終日中止,5,5,30,20,0,0,5,0,5,,45,5,35,35,10,終日中止,25,35,5,5,,40,100,5,5,10,10,終日中止,15,60,終日中止,5,5,5,15,5,10,5,5,5,25,20,,70,5,35,60,45,30,45,10,,40,100
17:30,,0,5,5,5,0,5,5,5,5,30,,40,,30,15,終日中止,10,10,10,5,終日中止,5,5,30,15,0,0,5,0,5,,50,5,35,35,10,終日中止,20,30,5,5,,40,110,5,5,10,10,終日中止,15,65,終日中止,5,5,5,20,5,10,5,5,5,25,20,,70,5,35,50,40,35,45,10,,40,100
17:35,,0,5,5,5,0,5,5,5,5,30,,40,,30,15,終日中止,10,10,10,5,終日中止,5,5,25,15,0,0,5,0,5,,50,5,35,35,10,終日中止,20,30,5,5,,30,110,5,5,15,10,終日中止,10,65,終日中止,5,5,5,20,5,10,5,25,5,25,20,,70,5,35,50,40,35,45,10,,40,100
17:40,,0,5,5,5,0,5,5,5,5,30,,35,,35,15,終日中止,10,10,10,5,終日中止,5,5,25,15,0,0,5,0,5,,45,5,35,30,10,終日中止,20,30,5,5,,30,110,5,5,15,10,終日中止,10,65,終日中止,5,5,5,20,5,10,5,25,5,25,20,,70,5,35,50,40,35,9,10,,40,100
