year,month,day,land,sea
2018,6,21,56,56
2018,6,22,56,49
2018,6,23,75,73
2018,6,24,78,75
2018,6,25,73,66
2018,6,26,46,39
2018,6,27,47,56
2018,6,28,47,46
2018,6,29,51,53
2018,6,30,82,87
2018,7,1,51,45
2018,7,2,45,52
2018,7,3,41,49
2018,7,4,53,53
2018,7,5,97,97
2018,7,6,46,46
2018,7,7,50,53
2018,7,8,49,63
2018,7,9,40,46
2018,7,10,46,46
2018,7,11,50,53
2018,7,12,96,96
2018,7,13,46,44
2018,7,14,56,71
2018,7,15,68,97
2018,7,16,48,55
2018,7,17,61,61
2018,7,18,38,42
2018,7,19,58,58
2018,7,20,63,63
2018,7,21,75,75
2018,7,22,56,56
2018,7,23,91,91
2018,7,24,49,47
2018,7,25,52,52
2018,7,26,53,52
2018,7,27,59,49
2018,7,28,78,78
2018,7,29,59,48
2018,7,30,62,51
2018,7,31,59,59
2018,8,1,52,49
2018,8,2,95,95
2018,8,3,54,55
2018,8,4,98,98
2018,8,5,82,82
2018,8,6,72,66
2018,8,7,77,77
2018,8,8,88,88
2018,8,9,94,94
2018,8,10,64,65
2018,8,11,71,71
2018,8,12,78,84
2018,8,13,96,96
2018,8,14,90,90
2018,8,15,88,88
2018,8,16,85,84
2018,8,17,82,79
2018,8,18,96,96
2018,8,19,63,73
2018,8,20,86,68
2018,8,21,75,64
2018,8,22,94,94
2018,8,23,58,57
2018,8,24,60,56
2018,8,25,73,61
2018,8,26,77,77
2018,8,27,66,59
2018,8,28,63,55
2018,8,29,71,71
2018,8,30,96,96
2018,8,31,76,69
2018,9,1,62,62
2018,9,2,96,96
2018,9,3,38,55
2018,9,4,37,37
2018,9,5,36,52
2018,9,6,42,51
2018,9,7,35,44
2018,9,8,76,76
2018,9,9,44,60
2018,9,10,42,51
2018,9,11,59,65
2018,9,12,98,98
2018,9,13,63,63
2018,9,14,57,57
2018,9,15,81,81
2018,9,16,98,107
2018,9,17,60,68
2018,9,18,84,84
2018,9,19,59,68
2018,9,20,92,92
2018,9,21,39,39
2018,9,22,72,55
2018,9,23,97,103
2018,9,24,72,59
2018,9,25,96,96
2018,9,26,71,71
2018,9,27,39,42
2018,9,28,65,53
2018,9,29,59,48
2018,9,30,33,33
2018,10,1,83,83
2018,10,2,59,49
2018,10,3,45,41
2018,10,4,66,66
2018,10,5,44,31
2018,10,6,85,85
2018,10,7,97,92
2018,10,8,90,68
2018,10,9,99,70
2018,10,10,80,80
2018,10,11,77,77
2018,10,12,57,36
2018,10,13,92,92
2018,10,14,75,62
2018,10,15,95,95
2018,10,16,46,40
2018,10,17,63,63
2018,10,18,63,63
2018,10,19,85,85
2018,10,20,86,83
2018,10,21,92,86
2018,10,22,75,67
2018,10,23,96,96
2018,10,24,49,44
2018,10,25,57,47
2018,10,26,68,53
2018,10,27,81,73
2018,10,28,93,89
2018,10,29,0,0
2018,10,30,47,46
2018,10,31,53,53
2018,11,1,56,61
2018,11,2,58,58
2018,11,3,111,105
2018,11,4,72,78
2018,11,5,44,53
2018,11,6,42,50
2018,11,7,69,69
2018,11,8,43,42
2018,11,9,49,46
2018,11,10,94,90
2018,11,11,83,82
2018,11,12,91,91
2018,11,13,100,100
2018,11,14,67,75
2018,11,15,87,87
2018,11,16,81,80
2018,11,17,92,113
2018,11,18,87,87
2018,11,19,100,85
2018,11,20,78,78
2018,11,21,44,61
2018,11,22,70,88
2018,11,23,104,123
2018,11,24,108,115
2018,11,25,92,107
2018,11,26,43,53
2018,11,27,74,74
2018,11,28,41,54
2018,11,29,47,59
2018,11,30,49,49
2018,12,1,95,100
2018,12,2,74,93
2018,12,3,78,78
2018,12,4,35,41
2018,12,5,65,65
2018,12,6,77,77
2018,12,7,39,39
2018,12,8,0,0
2018,12,9,28,28
2018,12,10,73,60
2018,12,11,35,31
2018,12,12,72,72
2018,12,13,79,79
2018,12,14,69,41
2018,12,15,114,96
2018,12,16,98,64
2018,12,17,58,41
2018,12,18,85,85
2018,12,19,68,45
2018,12,20,61,51
2018,12,21,58,58
2018,12,22,96,86
2018,12,23,104,86
2018,12,24,59,59
2018,12,25,18,18
2018,12,26,78,78
2018,12,27,17,17
2018,12,28,38,38
2018,12,29,102,89
2018,12,30,117,98
2018,12,31,55,53
2019,1,1,104,85
2019,1,2,121,95
2019,1,3,120,96
2019,1,4,125,91
2019,1,5,80,67
2019,1,6,40,37
2019,1,7,89,89
2019,1,8,86,86
2019,1,9,35,27
2019,1,10,76,76
2019,1,11,83,83
2019,1,12,50,51
2019,1,13,66,81
2019,1,14,92,92
2019,1,15,79,79
2019,1,16,32,41
2019,1,17,29,55
2019,1,18,49,39
2019,1,19,97,97
2019,1,20,43,55
2019,1,21,66,66
2019,1,22,34,67
2019,1,23,38,55
2019,1,24,65,65
2019,1,25,66,66
2019,1,26,76,76
2019,1,27,57,69
2019,1,28,59,46
2019,1,29,95,95
2019,1,30,65,65
2019,1,31,40,40
2019,2,1,59,77
2019,2,2,68,73
2019,2,3,98,98
2019,2,4,78,68
2019,2,5,79,79
2019,2,6,89,89
2019,2,7,72,69
2019,2,8,29,29
2019,2,9,75,75
2019,2,10,89,89
2019,2,11,63,63
2019,2,12,76,76
2019,2,13,73,73
2019,2,14,41,41
2019,2,15,83,83
2019,2,16,79,79
2019,2,17,0,0
2019,2,18,98,98
2019,2,19,70,70
2019,2,20,50,50
2019,2,21,81,81
2019,2,22,96,96
2019,2,23,58,58
2019,2,24,82,82
2019,2,25,0,0
2019,2,26,68,68
2019,2,27,64,64
2019,2,28,18,18
2019,3,1,51,62
2019,3,2,88,97
2019,3,3,58,59
2019,3,4,35,61
2019,3,5,72,109
2019,3,6,89,89
2019,3,7,53,92
2019,3,8,68,96
2019,3,9,102,113
2019,3,10,63,94
2019,3,11,75,98
2019,3,12,83,107
2019,3,13,80,105
2019,3,14,73,94
2019,3,15,65,85
2019,3,16,94,105
2019,3,17,108,124
2019,3,18,100,101
2019,3,19,101,111
2019,3,20,102,116
2019,3,21,87,84
2019,3,22,109,106
2019,3,23,97,97
2019,3,24,109,105
2019,3,25,95,92
2019,3,26,116,98
2019,3,27,125,112
2019,3,28,104,98
2019,3,29,83,88
2019,3,30,99,106
2019,3,31,96,99
2019,4,1,84,82
2019,4,2,91,84
2019,4,3,86,86
2019,4,4,88,82
2019,4,5,89,75
2019,4,6,114,105
2019,4,7,83,83
2019,4,8,63,63
2019,4,9,80,80
2019,4,10,15,28
2019,4,11,80,80
2019,4,12,41,43
2019,4,13,97,97
2019,4,14,75,75
2019,4,15,98,98
2019,4,16,43,46
2019,4,17,39,48
2019,4,18,37,43
2019,4,19,95,95
2019,4,20,70,70
2019,4,21,60,65
2019,4,22,63,63
2019,4,23,53,44
2019,4,24,99,99
2019,4,25,53,44
2019,4,26,53,44
2019,4,27,53,44
2019,4,28,53,44
2019,4,29,53,44
2019,4,30,53,44
2019,5,1,95,95
2019,5,2,53,44
2019,5,3,132,115
2019,5,4,95,104
2019,5,5,100,100
2019,5,6,67,67
2019,5,7,24,27
2019,5,8,26,29
2019,5,9,27,32
2019,5,10,34,38
2019,5,11,53,66
2019,5,12,80,80
2019,5,13,37,40
2019,5,14,34,38
2019,5,15,60,60
2019,5,16,42,45
2019,5,17,35,54
2019,5,18,75,75
2019,5,19,49,64
2019,5,20,35,43
2019,5,21,40,40
2019,5,22,36,52
2019,5,23,97,97
2019,5,24,48,62
2019,5,25,59,83
2019,5,26,78,78
2019,5,27,76,85
2019,5,28,76,76
2019,5,29,55,55
2019,5,30,56,56
2019,5,31,40,52
2019,6,1,62,80
2019,6,2,76,76
2019,6,3,75,85
2019,6,4,42,35
2019,6,5,60,60
2019,6,6,63,63
2019,6,7,68,68
2019,6,8,63,79
2019,6,9,48,64
2019,6,10,46,53
2019,6,11,65,65
2019,6,12,62,62
2019,6,13,85,85
2019,6,14,46,79
2019,6,15,35,75
2019,6,16,77,109
2019,6,17,58,80
2019,6,18,35,66
2019,6,19,70,70
2019,6,20,30,68
2019,6,21,70,70
2019,6,22,97,119
2019,6,23,88,99
2019,6,24,70,70
2019,6,25,51,72
2019,6,26,89,89
2019,6,27,55,90
2019,6,28,60,60
2019,6,29,70,113
2019,6,30,43,79
2019,7,1,55,55
2019,7,2,99,99
2019,7,3,32,57
2019,7,4,25,42
2019,7,5,94,94
2019,7,6,85,85
2019,7,7,38,58
2019,7,8,62,62
2019,7,9,58,58
2019,7,10,66,66
2019,7,11,96,96
2019,7,12,95,95
2019,7,13,92,92
2019,7,14,55,77
2019,7,15,46,61
2019,7,16,37,44
2019,7,17,94,94
2019,7,18,32,62
2019,7,19,31,43
2019,7,20,52,60
2019,7,21,57,72
2019,7,22,56,63
2019,7,23,68,68
2019,7,24,49,55
2019,7,25,54,66
2019,7,26,51,63
2019,7,27,76,76
2019,7,28,98,98
2019,7,29,86,86
2019,7,30,56,64
2019,7,31,91,91
